movieId,imdbId,tmdbId,title,genres,year,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating,tag
24,114168,12665.0,Powder ,Drama|Sci-Fi,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.125,No tags available
25,113627,451.0,Leaving Las Vegas ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.625,alcoholism
26,114057,16420.0,Othello ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,Shakespeare
27,114011,9263.0,Now and Then ,Children|Drama,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,No tags available
28,114117,17015.0,Persuasion ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.2272727272727275,"In Netflix queue, Jane Austen"
29,112682,902.0,"City of Lost Children, The (Cité des enfants perdus, La) ",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4.0131578947368425,kidnapping
30,115012,37557.0,Shanghai Triad (Yao a yao yao dao waipo qiao) ,Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
31,112792,9909.0,Dangerous Minds ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1842105263157894,"high school, teacher"
32,114746,63.0,Twelve Monkeys (a.k.a. 12 Monkeys) ,Mystery|Sci-Fi|Thriller,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.983050847457627,"time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
34,112431,9598.0,Babe ,Children|Drama,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.65234375,"Animal movie, pigs, villain nonexistent or not needed for good story"
36,112818,687.0,Dead Man Walking ,Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8358208955223883,"death penalty, Nun"
38,113442,33689.0,It Takes Two ,Children|Comedy,1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,twins
39,112697,9603.0,Clueless ,Comedy|Romance,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.293269230769231,"chick flick, funny, Paul Rudd, quotable, seen more than once, Emma, Jane Austen"
40,112749,34615.0,"Cry, the Beloved Country ",Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.25,"In Netflix queue, South Africa"
41,114279,31174.0,Richard III ,Drama|War,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.7,Shakespeare
42,112819,11443.0,Dead Presidents ,Action|Crime|Drama,1995,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
43,114272,35196.0,Restoration ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1875,England
44,113855,9312.0,Mortal Kombat ,Action|Adventure|Fantasy,1995,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5434782608695654,No tags available
45,114681,577.0,To Die For ,Comedy|Drama|Thriller,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.3125,Journalism
46,113347,11861.0,How to Make an American Quilt ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.066666666666667,wedding
47,114369,807.0,Seven (a.k.a. Se7en) ,Mystery|Thriller,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.9753694581280787,"mystery, twist ending, serial killer"
48,114148,10530.0,Pocahontas ,Animation|Children|Drama|Musical|Romance,1995,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.1470588235294117,No tags available
49,114916,8391.0,When Night Is Falling ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,No tags available
50,114814,629.0,"Usual Suspects, The ",Crime|Mystery|Thriller,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.237745098039215,"mindfuck, suspense, thriller, tricky, twist ending, heist"
52,113819,11448.0,Mighty Aphrodite ,Comedy|Drama|Romance,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4642857142857144,"adoption, prostitution"
53,110299,49133.0,Lamerica ,Adventure|Drama,1994,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,No tags available
54,112499,26441.0,"Big Green, The ",Children|Comedy,1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,No tags available
55,113158,97406.0,Georgia ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
57,113321,9089.0,Home for the Holidays ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0625,No tags available
58,110877,11010.0,"Postman, The (Postino, Il) ",Comedy|Drama|Romance,1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.027027027027027,writing
60,113419,11359.0,"Indian in the Cupboard, The ",Adventure|Children|Fantasy,1995,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.235294117647059,No tags available
61,116260,17182.0,Eye for an Eye ,Drama|Thriller,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.75,No tags available
62,113862,2054.0,Mr. Holland's Opus ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70625,music
63,116126,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,Comedy|Crime,1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7142857142857144,No tags available
64,118002,19760.0,Two if by Sea ,Comedy|Romance,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2,No tags available
65,115683,9536.0,Bio-Dome ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.532258064516129,No tags available
66,116839,11525.0,Lawnmower Man 2: Beyond Cyberspace ,Action|Sci-Fi|Thriller,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,No tags available
68,113149,4482.0,French Twist (Gazon maudit) ,Comedy|Romance,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4,No tags available
69,113118,10634.0,Friday ,Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.775,No tags available
70,116367,755.0,From Dusk Till Dawn ,Action|Comedy|Horror|Thriller,1996,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5090909090909093,No tags available
71,113010,11859.0,Fair Game ,Action,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,No tags available
72,113537,28387.0,Kicking and Screaming ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2142857142857144,No tags available
73,113828,48750.0,"Misérables, Les ",Drama|War,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4615384615384617,No tags available
74,115644,20927.0,Bed of Roses ,Drama|Romance,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,No tags available
75,115676,36929.0,Big Bully ,Comedy|Drama,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2,No tags available
76,114367,9102.0,Screamers ,Action|Sci-Fi|Thriller,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4,No tags available
77,113973,124626.0,Nico Icon ,Documentary,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
78,112744,27526.0,"Crossing Guard, The ",Action|Crime|Drama|Thriller,1995,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.3333333333333335,No tags available
79,116731,9623.0,"Juror, The ",Drama|Thriller,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.764705882352941,No tags available
80,112445,46785.0,"White Balloon, The (Badkonake sefid) ",Children|Drama,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
81,114660,400.0,Things to Do in Denver When You're Dead ,Crime|Drama|Romance,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.107142857142857,No tags available
82,112379,880.0,Antonia's Line (Antonia) ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.875,No tags available
83,114039,146599.0,Once Upon a Time... When We Were Colored ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,No tags available
85,112365,8447.0,Angels and Insects ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.857142857142857,No tags available
86,118158,10534.0,White Squall ,Action|Adventure|Drama,1996,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.966666666666667,No tags available
87,116151,17414.0,Dunston Checks In ,Children|Comedy,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,No tags available
88,115697,13997.0,Black Sheep ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15625,No tags available
89,113972,2086.0,Nick of Time ,Action|Thriller,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.25,No tags available
92,117002,9095.0,Mary Reilly ,Drama|Horror|Thriller,1996,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.625,Jekyll and Hyde
93,114825,12158.0,Vampire in Brooklyn ,Comedy|Horror|Romance,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.8333333333333335,No tags available
94,115639,9283.0,Beautiful Girls ,Comedy|Drama|Romance,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.95,No tags available
95,115759,9208.0,Broken Arrow ,Action|Adventure|Thriller,1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0238095238095237,No tags available
96,113403,40154.0,In the Bleak Midwinter ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,theater
97,113247,406.0,"Hate (Haine, La) ",Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9,No tags available
99,113283,63076.0,Heidi Fleiss: Hollywood Madam ,Documentary,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,No tags available
100,115907,11062.0,City Hall ,Drama|Thriller,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.7857142857142856,No tags available
101,115734,13685.0,Bottle Rocket ,Adventure|Comedy|Crime|Romance,1996,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.782608695652174,"crime, off-beat comedy, quirky"
102,117102,47475.0,Mr. Wrong ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,No tags available
103,118040,2045.0,Unforgettable ,Mystery|Sci-Fi|Thriller,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.0,No tags available
104,116483,9614.0,Happy Gilmore ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4393939393939394,"test tag, golf, Adam Sandler"
105,112579,688.0,"Bridges of Madison County, The ",Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.282608695652174,No tags available
106,110251,11907.0,Nobody Loves Me (Keiner liebt mich) ,Comedy|Drama,1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
107,117110,10874.0,Muppet Treasure Island ,Adventure|Children|Comedy|Musical,1996,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.326923076923077,muppets
108,112646,89333.0,Catwalk ,Documentary,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
110,112573,197.0,Braveheart ,Action|Drama|War,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.031645569620253,"beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
111,75314,103.0,Taxi Driver ,Crime|Drama|Thriller,1976,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.105769230769231,assassination
112,113326,33542.0,Rumble in the Bronx (Hont faan kui) ,Action|Adventure|Comedy|Crime,1995,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5434782608695654,No tags available
113,115645,43566.0,Before and After ,Drama|Mystery,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3333333333333335,No tags available
116,112373,51352.0,Anne Frank Remembered ,Documentary,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9,Holocaust
117,115033,16934.0,"Young Poisoner's Handbook, The ",Crime|Drama,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
118,116606,10324.0,If Lucy Fell ,Comedy|Romance,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,No tags available
119,114536,78406.0,"Steal Big, Steal Little ",Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
121,106473,32119.0,"Boys of St. Vincent, The ",Drama,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,No tags available
122,103859,11066.0,Boomerang ,Comedy|Romance,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.65625,dating
123,109424,11104.0,Chungking Express (Chung Hing sam lam) ,Drama|Mystery|Romance,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4.375,No tags available
125,116324,2074.0,Flirting With Disaster ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335,No tags available
126,110647,27793.0,"NeverEnding Story III, The ",Adventure|Children|Fantasy,1994,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,No tags available
128,110217,290157.0,Jupiter's Wife ,Documentary,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
129,114131,110972.0,Pie in the Sky ,Comedy|Romance,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,No tags available
132,113451,11863.0,Jade ,Thriller,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8333333333333335,No tags available
135,116130,9101.0,Down Periscope ,Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9516129032258065,No tags available
137,113756,5757.0,Man of the Year ,Documentary,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,No tags available
140,118055,9302.0,Up Close and Personal ,Drama|Romance,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,journalism
141,115685,11000.0,"Birdcage, The ",Comedy,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.494186046511628,No tags available
144,112585,16388.0,"Brothers McMullen, The ",Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,No tags available
145,112442,9737.0,Bad Boys ,Action|Comedy|Crime|Drama|Thriller,1995,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2450980392156863,No tags available
146,112342,30765.0,"Amazing Panda Adventure, The ",Adventure|Children,1995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,No tags available
147,112461,10474.0,"Basketball Diaries, The ",Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.466666666666667,"addiction, heroin, Leonardo DiCaprio, Mark Wahlberg"
148,112427,22279.0,"Awfully Big Adventure, An ",Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,No tags available
149,109093,30157.0,Amateur ,Crime|Drama|Thriller,1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,No tags available
150,112384,568.0,Apollo 13 ,Adventure|Drama|IMAX,1995,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.845771144278607,"moon, NASA, space"
151,114287,11780.0,Rob Roy ,Action|Drama|Romance|War,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.5454545454545454,No tags available
152,112288,34996.0,"Addiction, The ",Drama|Horror,1995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.5,No tags available
153,112462,414.0,Batman Forever ,Action|Adventure|Comedy|Crime,1995,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9160583941605838,"superhero, superhero"
154,61395,649.0,Beauty of the Day (Belle de jour) ,Drama,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.875,No tags available
155,112495,1873.0,Beyond Rangoon ,Adventure|Drama|War,1995,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.4166666666666665,No tags available
156,112541,5894.0,Blue in the Face ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,No tags available
157,109370,1775.0,Canadian Bacon ,Comedy|War,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8636363636363638,No tags available
158,112642,8839.0,Casper ,Adventure|Children,1995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806451612903226,No tags available
159,112688,20649.0,Clockers ,Crime|Drama|Mystery,1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2.892857142857143,No tags available
160,112715,10329.0,Congo ,Action|Adventure|Mystery|Sci-Fi,1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.8771929824561404,Michael Crichton
161,112740,8963.0,Crimson Tide ,Drama|Thriller|War,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.6359223300970873,submarine
162,109508,26564.0,Crumb ,Documentary,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.205882352941177,In Netflix queue
163,112851,8068.0,Desperado ,Action|Romance|Western,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5606060606060606,No tags available
164,112857,8512.0,Devil in a Blue Dress ,Crime|Film-Noir|Mystery|Thriller,1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.3214285714285716,No tags available
165,112864,1572.0,Die Hard: With a Vengeance ,Action|Crime|Thriller,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5555555555555554,No tags available
166,112887,13552.0,"Doom Generation, The ",Comedy|Crime|Drama,1995,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8333333333333335,No tags available
168,113071,6520.0,First Knight ,Action|Drama|Romance,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0833333333333335,No tags available
169,113114,9073.0,Free Willy 2: The Adventure Home ,Adventure|Children|Drama,1995,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4,No tags available
170,113243,10428.0,Hackers ,Action|Adventure|Crime|Thriller,1995,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2285714285714286,No tags available
171,113464,17447.0,Jeffrey ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,No tags available
172,113481,9886.0,Johnny Mnemonic ,Action|Sci-Fi|Thriller,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.6792452830188678,No tags available
173,113492,9482.0,Judge Dredd ,Action|Crime|Sci-Fi,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6693548387096775,No tags available
174,113500,19326.0,Jury Duty ,Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,No tags available
175,113540,9344.0,Kids ,Drama,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.975,"controversial, New York City, Nudity (Full Frontal)"
176,113677,9071.0,Living in Oblivion ,Comedy,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3076923076923075,No tags available
177,113690,8973.0,Lord of Illusions ,Horror,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.75,No tags available
178,107447,15730.0,Love & Human Remains ,Comedy|Drama,1993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,No tags available
179,113729,47608.0,Mad Love ,Drama|Romance,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,No tags available
180,113749,2293.0,Mallrats ,Comedy|Romance,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4027777777777777,No tags available
181,113820,9070.0,Mighty Morphin Power Rangers: The Movie ,Action|Children,1995,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.264705882352941,No tags available
183,110604,48787.0,Mute Witness ,Comedy|Horror|Thriller,1994,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,No tags available
184,110620,34574.0,Nadja ,Drama,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,No tags available
185,113957,1642.0,"Net, The ",Action|Crime|Thriller,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0401785714285716,computers
186,113986,11472.0,Nine Months ,Comedy|Romance,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8229166666666665,No tags available
